C,train_f1_mean,train_f1_std,cv_f1_mean,cv_f1_std,fit_time_s,score_time_s
10.0,0.8401352622071359,0.002635336542614693,0.8369783677908064,0.010244149509076143,0.5872905731201172,0.012575244903564453
1.0,0.8397822721969256,0.002246415201373331,0.8368121858411097,0.01069487606177297,0.5363779067993164,0.012406206130981446
0.1,0.8376807515634122,0.0019622360348882577,0.8345549947983896,0.009761287617355154,0.8713093280792237,0.014797115325927734
0.01,0.8333284719882217,0.0018298523503950317,0.8303513219722038,0.009205719116325894,0.771336841583252,0.017600297927856445
